# Lote 23 - 2026-08-07
institucion | nombre | nivel | area | duracion | codigo_oficial | url_fuente
Capilano University | Costuming for Stage and Screen Diploma | diplomado | Artes Escénicas | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/costuming-for-stage-and-screen-diploma/
Capilano University | Diploma in Kinesiology | diplomado | Deporte | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/diploma-in-kinesiology/
Capilano University | Diploma in Tourism Management International | diplomado | Turismo y Hospitalidad | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/diploma-in-tourism-management-international/
Capilano University | Documentary Certificate | curso_corto | Cine y Audiovisuales | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/documentary-certificate/
Capilano University | Early Childhood Care and Education - Infant and Toddler Certificate | curso_corto | Educación | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/early-childhood-care-and-education---infant-and-toddler-certificate/
Capilano University | Early Childhood Care and Education - Special Needs Certificate | curso_corto | Educación | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/early-childhood-care-and-education---special-needs-certificate/
Capilano University | Early Childhood Care and Education Certificate | curso_corto | Educación | 1.5 años | - | https://www.capilanou.ca/programs--courses/program-profiles/early-childhood-care-and-education-certificate/
Capilano University | Early Childhood Care and Education Diploma | diplomado | Educación | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/early-childhood-care-and-education-diploma/
Capilano University | Early Childhood Care and Education Pathway | curso_corto | Educación | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/early-childhood-care-and-education-pathway/
Capilano University | Engineering Certificate | curso_corto | Ingeniería | 1 año | - | https://www.capilanou.ca/programs--courses/program-profiles/engineering-certificate/
Capilano University | Engineering Transition Diploma | diplomado | Ingeniería | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/engineering-transition-diploma/
Capilano University | English for Academic Purposes 3 Citation | curso_corto | Letras e Idiomas | 4 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/english-for-academic-purposes-3-citation/
Capilano University | English for Academic Purposes 4 Citation | curso_corto | Letras e Idiomas | 4 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/english-for-academic-purposes-4-citation/
Capilano University | English for Academic Purposes | curso_corto | Letras e Idiomas | no indicada | - | https://www.capilanou.ca/programs--courses/program-profiles/english-for-academic-purposes/
Capilano University | Environment and Society (Environmental Sciences) Diploma | diplomado | Ciencias Ambientales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/environment-and-society-environmental-sciences-diploma/
Capilano University | Environment and Society (Environmental Studies) Diploma | diplomado | Ciencias Ambientales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/environment-and-society-environmental-studies-diploma/
Capilano University | Foundation in Visual Communication Design Diploma | diplomado | Diseño | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/foundation-in-visual-communication-design-diploma/
Capilano University | Global Leadership in Sustainable Tourism Post-Baccalaureate Diploma | posgrado | Turismo y Hospitalidad | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/global-leadership-in-sustainable-tourism-post-baccalaureate-diploma/
Capilano University | Indigenous Digital Filmmaking Certificate | curso_corto | Cine y Audiovisuales | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/indigenous-digital-filmmaking-certificate/
Capilano University | Interaction Design Diploma | diplomado | Diseño | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/interaction-design-diploma/
Capilano University | Jazz Studies Diploma | diplomado | Música | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/jazz-studies-diploma/
Capilano University | Legal Administrative Assistant Certificate | curso_corto | Derecho | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/legal-administrative-assistant-certificate/
Capilano University | Local Government Administration Certificate | curso_corto | Administración Pública | 1 año | - | https://www.capilanou.ca/programs--courses/program-profiles/local-government-administration-certificate/
Capilano University | Local Government Administration Diploma | diplomado | Administración Pública | 3 años | - | https://www.capilanou.ca/programs--courses/program-profiles/local-government-administration-diploma/
Capilano University | Local Government Leadership Development Certificate | curso_corto | Administración Pública | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/local-government-leadership-development-certificate/
Capilano University | Motion Picture Arts Certificate | curso_corto | Cine y Audiovisuales | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/motion-picture-arts-certificate/
Capilano University | Motion Picture Arts Diploma | diplomado | Cine y Audiovisuales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/motion-picture-arts-diploma/
Capilano University | Music Diploma | diplomado | Música | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/music-diploma/
Capilano University | Musical Theatre Diploma | diplomado | Artes Escénicas | 3 años | - | https://www.capilanou.ca/programs--courses/program-profiles/musical-theatre-diploma/
Capilano University | North American Business Management Applied Post-Baccalaureate Diploma | posgrado | Negocios | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/north-american-business-management-applied-post-baccalaureate-diploma/
Capilano University | North American Business Management Post-Baccalaureate Diploma | posgrado | Negocios | 1 año | - | https://www.capilanou.ca/programs--courses/program-profiles/north-american-business-management-post-baccalaureate-diploma/
Capilano University | Outdoor Filmmaking Certificate | curso_corto | Cine y Audiovisuales | 1 año | - | https://www.capilanou.ca/programs--courses/program-profiles/outdoor-filmmaking-certificate/
Capilano University | Outdoor Recreation Management Diploma | diplomado | Recreación y Deporte | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/outdoor-recreation-management-diploma/
Capilano University | Paralegal Certificate | curso_corto | Derecho | 3 años | - | https://www.capilanou.ca/programs--courses/program-profiles/paralegal-certificate/
Capilano University | Paralegal Diploma | diplomado | Derecho | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/paralegal-diploma/
Capilano University | Post-Baccalaureate Diploma in Financial Planning | posgrado | Negocios | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/post-baccalaureate-diploma-in-financial-planning/
Capilano University | Post-Baccalaureate Diploma in Global Hospitality & Tourism Management | posgrado | Turismo y Hospitalidad | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/post-baccalaureate-diploma-in-global-hospitality--tourism-management/
Capilano University | Rehabilitation Assistant Diploma | diplomado | Salud | 16 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/rehabilitation-assistant-diploma/
Capilano University | Retail Operations Certificate | curso_corto | Negocios | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/retail-operations-certificate/
Capilano University | Sustainable Economics Certificate | curso_corto | Economía | 8 meses | - | https://www.capilanou.ca/programs--courses/program-profiles/sustainable-economics-certificate/
Capilano University | Technical Theatre Diploma | diplomado | Artes Escénicas | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/technical-theatre-diploma/
Capilano University | Tourism Management Co-operative Education Diploma | diplomado | Turismo y Hospitalidad | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/tourism-management-co-operative-education-diploma/
Capilano University | Visual Effects for Film, Streaming & Immersive Media Diploma | diplomado | Cine y Audiovisuales | 2 años | - | https://www.capilanou.ca/programs--courses/program-profiles/visual-effects-for-film-streaming--immersive-media-diploma/

# --- University of Wollongong (UOW) - uow.edu.au - Wollongong/Sydney, Australia ---
# SOLO University of Wollongong campus Australia, filtro students=international del propio sitio. Excluidos UOW College Australia y UOW Dubai/Hong Kong/Malaysia/India. Ver NOTAS.
University of Wollongong (UOW) | Bachelor of Arts | bachelor | Artes | 3 years full-time, or part-time equivalent | 000612E | https://www.uow.edu.au/study/courses/bachelor-of-arts/
University of Wollongong (UOW) | Bachelor of Arts (Honours) | bachelor | Artes | 1 year full-time, or part-time equivalent | 000611F | https://www.uow.edu.au/study/courses/bachelor-of-arts-honours/
University of Wollongong (UOW) | Bachelor of Arts (Psychology) | bachelor | Psicología | 3 years full time or part-time equivalent | 012087M | https://www.uow.edu.au/study/courses/bachelor-of-arts-psychology/
University of Wollongong (UOW) | Bachelor of Arts (Psychology) - Bachelor of Business | bachelor | Psicología | 4.5 years full-time, or part-time equivalent | 102893J | https://www.uow.edu.au/study/courses/bachelor-of-arts-psychology---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Arts (Psychology) - Bachelor of Laws | bachelor | Psicología | 5 years full-time, or part-time equivalent | 094210A | https://www.uow.edu.au/study/courses/bachelor-of-arts-psychology---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Arts - Bachelor of Business | bachelor | Artes | 4.5 years full-time, or part-time equivalent | 102889E | https://www.uow.edu.au/study/courses/bachelor-of-arts---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Arts - Bachelor of Communication and Media | bachelor | Artes | 4.5 years full-time, or part-time equivalent | 094794E | https://www.uow.edu.au/study/courses/bachelor-of-arts---bachelor-of-communication-and-media/
University of Wollongong (UOW) | Bachelor of Arts - Bachelor of International Studies | bachelor | Artes | 5 years full-time, or part-time equivalent | 069059M | https://www.uow.edu.au/study/courses/bachelor-of-arts---bachelor-of-international-studies/
University of Wollongong (UOW) | Bachelor of Arts - Bachelor of Laws | bachelor | Artes | 5 years full-time, or part-time equivalent | 094212K | https://www.uow.edu.au/study/courses/bachelor-of-arts---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Arts in Western Civilisation | bachelor | Humanidades | 3 years full-time or 6 years part-time equivalent | 117389B | https://www.uow.edu.au/study/courses/bachelor-of-arts-in-western-civilisation-double-majors/
University of Wollongong (UOW) | Bachelor of Arts in Western Civilisation (Honours) | bachelor | Humanidades | 1 year full-time, or part-time equivalent | 099634C | https://www.uow.edu.au/study/courses/bachelor-of-arts-in-western-civilisation-honours/
University of Wollongong (UOW) | Bachelor of Arts in Western Civilisation - Bachelor of Creative Arts | bachelor | Humanidades | 4 years full-time or 8 years part-time equivalent | 118192G | https://www.uow.edu.au/study/courses/bachelor-of-arts-in-western-civilisation---bachelor-of-creative-arts/
University of Wollongong (UOW) | Bachelor of Arts in Western Civilisation - Bachelor of International Studies | bachelor | Humanidades | 4 years full-time or 8 years part-time | 118189B | https://www.uow.edu.au/study/courses/bachelor-of-arts-in-western-civilisation---bachelor-of-int-studies/
University of Wollongong (UOW) | Bachelor of Arts in Western Civilisation - Bachelor of Laws | bachelor | Humanidades | 5 years full-time, or part-time equivalent | 118191H | https://www.uow.edu.au/study/courses/bachelor-of-arts-in-western-civilisation---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Business | bachelor | Negocios | 3 years full-time, or part-time equivalent | 102881B | https://www.uow.edu.au/study/courses/bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Business - Bachelor of Laws | bachelor | Negocios | 5 years full-time, or part-time equivalent | 102887G | https://www.uow.edu.au/study/courses/bachelor-of-business---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Business Analytics | bachelor | Tecnología | 3 years full-time, or part-time equivalent | 115436E | https://www.uow.edu.au/study/courses/bachelor-of-business-analytics/
University of Wollongong (UOW) | Bachelor of Business Information Systems | bachelor | Tecnología | 3 years full-time, or part-time equivalent | 068718M | https://www.uow.edu.au/study/courses/bachelor-of-business-information-systems/
University of Wollongong (UOW) | Bachelor of Communication and Media | bachelor | Medios y Comunicación | 3 years full-time, or part-time equivalent | 094791G | https://www.uow.edu.au/study/courses/bachelor-of-communication-and-media/
University of Wollongong (UOW) | Bachelor of Communication and Media (Honours) | bachelor | Medios y Comunicación | 1 year full-time, or part-time equivalent | 094793F | https://www.uow.edu.au/study/courses/bachelor-of-communication-and-media-honours/
University of Wollongong (UOW) | Bachelor of Communication and Media - Bachelor of Business | bachelor | Medios y Comunicación | 4.5 years full-time, or part-time equivalent | 102892K | https://www.uow.edu.au/study/courses/bachelor-of-communication-and-media---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Communication and Media - Bachelor of International Studies | bachelor | Medios y Comunicación | 4.5 years full-time, or part-time equivalent | 094797B | https://www.uow.edu.au/study/courses/bachelor-of-communication-and-media----bachelor-of-international-studies/
University of Wollongong (UOW) | Bachelor of Communication and Media - Bachelor of Laws | bachelor | Medios y Comunicación | 5 years full-time, or part-time equivalent | 094799M | https://www.uow.edu.au/study/courses/bachelor-of-communication-and-media---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Computer Science | bachelor | Tecnología | 3 years full-time, or part-time equivalent | 012088K | https://www.uow.edu.au/study/courses/bachelor-of-computer-science/
University of Wollongong (UOW) | Bachelor of Computer Science (Dean's Scholar) | bachelor | Tecnología | 3 years full-time, or part-time equivalent | 081898D | https://www.uow.edu.au/study/courses/bachelor-of-computer-science-deans-scholar/
University of Wollongong (UOW) | Bachelor of Computer Science (Honours) | bachelor | Tecnología | 1 year full-time, or part-time equivalent | 012090E | https://www.uow.edu.au/study/courses/bachelor-of-computer-science-honours/
University of Wollongong (UOW) | Bachelor of Computer Science - Bachelor of Laws | bachelor | Tecnología | 6 years full-time, or part-time equivalent | 094220K | https://www.uow.edu.au/study/courses/bachelor-of-computer-science---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Computer Science - Bachelor of Science (SMAH) | bachelor | Tecnología | 4.5 years full-time, or part-time equivalent | 017737G | https://www.uow.edu.au/study/courses/bachelor-of-computer-science---bachelor-of-science-smah/
University of Wollongong (UOW) | Bachelor of Creative Arts | bachelor | Artes | 3 years full-time, or part-time equivalent | 118533B | https://www.uow.edu.au/study/courses/bachelor-of-creative-arts/
University of Wollongong (UOW) | Bachelor of Creative Arts (Honours) | bachelor | Artes | 1 year full-time, or part-time equivalent | 006983G | https://www.uow.edu.au/study/courses/bachelor-of-creative-arts-honours/
University of Wollongong (UOW) | Bachelor of Creative Arts - Bachelor of Arts | bachelor | Artes | 4 years full-time, or part-time equivalent | 118535M | https://www.uow.edu.au/study/courses/bachelor-of-creative-arts---bachelor-of-arts/
University of Wollongong (UOW) | Bachelor of Creative Arts - Bachelor of Business | bachelor | Artes | 4 years full-time, or part-time equivalent | 118536K | https://www.uow.edu.au/study/courses/bachelor-of-creative-arts---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Creative Arts - Bachelor of Communication and Media | bachelor | Artes | 4 years full-time, or part-time equivalent | 118537J | https://www.uow.edu.au/study/courses/bachelor-of-creative-arts---bachelor-of-communication-and-media/
University of Wollongong (UOW) | Bachelor of Creative Arts - Bachelor of Laws | bachelor | Artes | 5 years full-time, or part-time equivalent | 118530E | https://www.uow.edu.au/study/courses/bachelor-of-creative-arts---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Criminology | bachelor | Ciencias Sociales | 3 years full-time, or part-time equivalent | 115526C | https://www.uow.edu.au/study/courses/bachelor-of-criminology/
University of Wollongong (UOW) | Bachelor of Criminology - Bachelor of Laws | bachelor | Ciencias Sociales | 5 years full-time, or part-time equivalent | 116820M | https://www.uow.edu.au/study/courses/bachelor-of-criminology---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Economics and Finance | bachelor | Finanzas y Contabilidad | 3 years full-time, or part-time equivalent | 075271A | https://www.uow.edu.au/study/courses/bachelor-of-economics-and-finance/
University of Wollongong (UOW) | Bachelor of Economics and Finance - Bachelor of Laws | bachelor | Finanzas y Contabilidad | 5.5 years full-time, or part-time equivalent | 094221J | https://www.uow.edu.au/study/courses/bachelor-of-economics-and-finance---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Education - The Early Years | bachelor | Educación | 4 years full-time, or part-time equivalent | 064117B | https://www.uow.edu.au/study/courses/bachelor-of-education---the-early-years/
University of Wollongong (UOW) | Bachelor of Education - The Early Years (Honours) | bachelor | Educación | 4 years full-time, or part-time equivalent | 080835E | https://www.uow.edu.au/study/courses/bachelor-of-education---the-early-years-honours/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) (Double Major) | bachelor | Ingeniería | 5 years full-time, or part-time equivalent | 083340D | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours-double-major/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) (Scholar) (Double Major) | bachelor | Ingeniería | 5 years full-time, or part-time equivalent | 083342B | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours-scholar-double-major/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) (Scholar) (Single Major) | bachelor | Ingeniería | 4 years full-time, or part-time equivalent | 083341C | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours-scholar-single-major/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) (Single Major) | bachelor | Ingeniería | 4 years full-time, or part-time equivalent | 083339G | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours-single-major/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Arts | bachelor | Ingeniería | 5.5 years full-time, or part-time equivalent | 083348G | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-arts/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Business | bachelor | Ingeniería | 5.5 years full-time, or part-time equivalent | 103036J | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Computer Science | bachelor | Ingeniería | 5.5 years full-time, or part-time equivalent | 083349F | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-computer-science/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Laws | bachelor | Ingeniería | 7 years full-time, or part-time equivalent | 103038G | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Mathematics | bachelor | Ingeniería | 5.5 years full-time, or part-time equivalent | 083344M | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-mathematics/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Science (Physics) | bachelor | Ingeniería | 5.5 years full-time, or part-time equivalent | 083343A | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-science-physics/
University of Wollongong (UOW) | Bachelor of Engineering (Honours) - Bachelor of Science (SMAH) | bachelor | Ingeniería | 5.5 years full-time, or part-time equivalent | 083346J | https://www.uow.edu.au/study/courses/bachelor-of-engineering-honours---bachelor-of-science-smah/
University of Wollongong (UOW) | Bachelor of Engineering Technology | bachelor | Ingeniería | 3 years, or part-time equivalent | 117997M | https://www.uow.edu.au/study/courses/bachelor-of-engineering-technology/
University of Wollongong (UOW) | Bachelor of Environmental Science (Honours) | bachelor | Ciencias Ambientales | 4 years full-time, or part-time equivalent | 085261J | https://www.uow.edu.au/study/courses/bachelor-of-environmental-science-honours/
University of Wollongong (UOW) | Bachelor of Exercise Science | bachelor | Deporte y Ciencias del Ejercicio | 3 years full-time, or part-time equivalent | 083033D | https://www.uow.edu.au/study/courses/bachelor-of-exercise-science/
University of Wollongong (UOW) | Bachelor of Exercise Science and Rehabilitation | bachelor | Deporte y Ciencias del Ejercicio | 4 years full-time, or part-time equivalent | 016112E | https://www.uow.edu.au/study/courses/bachelor-of-exercise-science-and-rehabilitation/
University of Wollongong (UOW) | Bachelor of Information Technology | bachelor | Tecnología | 3 years full-time, or part-time equivalent | 061445K | https://www.uow.edu.au/study/courses/bachelor-of-information-technology/
University of Wollongong (UOW) | Bachelor of Information Technology (Dean's Scholar) | bachelor | Tecnología | 3 years full-time, or part-time equivalent | 081894G | https://www.uow.edu.au/study/courses/bachelor-of-information-technology-deans-scholar/
University of Wollongong (UOW) | Bachelor of Information Technology - Bachelor of Laws | bachelor | Tecnología | 5.5 years full-time, or part-time equivalent | 094218D | https://www.uow.edu.au/study/courses/bachelor-of-information-technology---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of International Studies | bachelor | Relaciones Internacionales | 3 years full-time, or part-time equivalent | 064122E | https://www.uow.edu.au/study/courses/bachelor-of-international-studies/
University of Wollongong (UOW) | Bachelor of International Studies (Honours) | bachelor | Relaciones Internacionales | 1 year full-time, or part-time equivalent | 075097K | https://www.uow.edu.au/study/courses/bachelor-of-international-studies-honours/
University of Wollongong (UOW) | Bachelor of International Studies - Bachelor of Business | bachelor | Relaciones Internacionales | 4.5 years full-time, or part-time equivalent | 102891M | https://www.uow.edu.au/study/courses/bachelor-of-international-studies---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of International Studies - Bachelor of Laws | bachelor | Relaciones Internacionales | 5 years full-time, or part-time equivalent | 094215G | https://www.uow.edu.au/study/courses/bachelor-of-international-studies---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Laws (Direct Entry) | bachelor | Derecho | 4 years full-time, or part-time equivalent | 094205J | https://www.uow.edu.au/study/courses/bachelor-of-laws-direct-entry/
University of Wollongong (UOW) | Bachelor of Laws (Graduate Entry) | bachelor | Derecho | 3 years full-time, or part-time equivalent | 094206G | https://www.uow.edu.au/study/courses/bachelor-of-laws-graduate-entry/
University of Wollongong (UOW) | Bachelor of Laws (Honours) (Direct Entry) | bachelor | Derecho | 4 years full-time, or part-time equivalent | 094207G | https://www.uow.edu.au/study/courses/bachelor-of-laws-honours-direct-entry/
University of Wollongong (UOW) | Bachelor of Marine Science | bachelor | Ciencias Ambientales | 3 years full-time, or part-time equivalent | 039553A | https://www.uow.edu.au/study/courses/bachelor-of-marine-science/
University of Wollongong (UOW) | Bachelor of Mathematics | bachelor | Matemáticas | 3 years full-time, or part-time equivalent | 002936B | https://www.uow.edu.au/study/courses/bachelor-of-mathematics/
University of Wollongong (UOW) | Bachelor of Mathematics (Honours) | bachelor | Matemáticas | 1 year full-time, or part-time equivalent | 001569F | https://www.uow.edu.au/study/courses/bachelor-of-mathematics-honours/
University of Wollongong (UOW) | Bachelor of Mathematics - Bachelor of Computer Science | bachelor | Matemáticas | 4.5 years full-time, or part-time equivalent | 016108A | https://www.uow.edu.au/study/courses/bachelor-of-mathematics---bachelor-of-computer-science/
University of Wollongong (UOW) | Bachelor of Mathematics - Bachelor of Science (Physics) | bachelor | Matemáticas | 4.5 years full-time, or part-time equivalent | 048495J | https://www.uow.edu.au/study/courses/bachelor-of-mathematics---bachelor-of-science-physics/
University of Wollongong (UOW) | Bachelor of Mathematics Advanced | bachelor | Matemáticas | 3 years full-time, or part-time equivalent | 036040F | https://www.uow.edu.au/study/courses/bachelor-of-mathematics-advanced/
University of Wollongong (UOW) | Bachelor of Medical Biotechnology (Honours) | bachelor | Ciencias | 4 years full-time, or part-time equivalent | 084862C | https://www.uow.edu.au/study/courses/bachelor-of-medical-biotechnology-honours/
University of Wollongong (UOW) | Bachelor of Medical and Health Sciences | bachelor | Medicina | 3 years full-time, or part-time equivalent | 068533J | https://www.uow.edu.au/study/courses/bachelor-of-medical-and-health-sciences/
University of Wollongong (UOW) | Bachelor of Medical and Health Sciences (Honours) | bachelor | Medicina | 1 years full-time. | 068534G | https://www.uow.edu.au/study/courses/bachelor-of-medical-and-health-sciences-honours/
University of Wollongong (UOW) | Bachelor of Medical and Health Sciences (Honours) (Dean's Scholar) | bachelor | Medicina | 4 years full-time, or part-time equivalent | 089656B | https://www.uow.edu.au/study/courses/bachelor-of-medical-and-health-sciences-honours-deans-scholar/
University of Wollongong (UOW) | Bachelor of Medicinal Chemistry (Honours) | bachelor | Ciencias | 4 years full-time, or part-time equivalent | 084858K | https://www.uow.edu.au/study/courses/bachelor-of-medicinal-chemistry-honours/
University of Wollongong (UOW) | Bachelor of Nursing | bachelor | Enfermería | 3 years full-time or negotiated part-time equivalent | 113585H | https://www.uow.edu.au/study/courses/bachelor-of-nursing/
University of Wollongong (UOW) | Bachelor of Nursing (Honours) | bachelor | Enfermería | 1 year full-time, or part-time equivalent | 012095M | https://www.uow.edu.au/study/courses/bachelor-of-nursing-honours/
University of Wollongong (UOW) | Bachelor of Nutrition Science | bachelor | Nutrición | 3 years full-time, or part-time equivalent | 083034C | https://www.uow.edu.au/study/courses/bachelor-of-nutrition-science/
University of Wollongong (UOW) | Bachelor of Nutrition and Dietetics (Honours) | bachelor | Nutrición | 4 years full-time, or part-time equivalent | 084857M | https://www.uow.edu.au/study/courses/bachelor-of-nutrition-and-dietetics-honours/
University of Wollongong (UOW) | Bachelor of Politics, Philosophy and Economics (Honours) | bachelor | Humanidades | 1 year full-time, or part-time equivalent | 095777J | https://www.uow.edu.au/study/courses/bachelor-of-politics-philosophy-and-economics-honours/
University of Wollongong (UOW) | Bachelor of Pre-Medicine, Science and Health | bachelor | Medicina | 3 years full-time, or part-time equivalent | 086246M | https://www.uow.edu.au/study/courses/bachelor-of-pre-medicine-science-and-health/
University of Wollongong (UOW) | Bachelor of Primary Education | bachelor | Educación | 4 years full-time, or part-time equivalent | 092683F | https://www.uow.edu.au/study/courses/bachelor-of-primary-education/
University of Wollongong (UOW) | Bachelor of Professional Accounting | bachelor | Finanzas y Contabilidad | 3 years full-time, or part-time equivalent | 113433B | https://www.uow.edu.au/study/courses/bachelor-of-professional-accounting/
University of Wollongong (UOW) | Bachelor of Psychological Science | bachelor | Psicología | 3 years full-time, or part-time equivalent | 086228B | https://www.uow.edu.au/study/courses/bachelor-of-psychological-science/
University of Wollongong (UOW) | Bachelor of Psychological Science (Honours) | bachelor | Psicología | 1 years full-time, or part-time equivalent | 084846C | https://www.uow.edu.au/study/courses/bachelor-of-psychological-science-honours/
University of Wollongong (UOW) | Bachelor of Psychological Science - Bachelor of Business | bachelor | Psicología | 4.5 years full-time, or part-time equivalent | 102896F | https://www.uow.edu.au/study/courses/bachelor-of-psychological-science---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Psychological Science - Bachelor of Laws | bachelor | Psicología | 5 years full-time, or part-time equivalent | 094209E | https://www.uow.edu.au/study/courses/bachelor-of-psychological-science---bachelor-of-laws/
University of Wollongong (UOW) | Bachelor of Psychological Science - Bachelor of Social Science | bachelor | Psicología | 4.5 years full-time, or part-time equivalent | 094750F | https://www.uow.edu.au/study/courses/bachelor-of-psychological-science---bachelor-of-social-science/
University of Wollongong (UOW) | Bachelor of Psychology (Honours) | bachelor | Psicología | 4 years full-time, or part-time equivalent | 084845D | https://www.uow.edu.au/study/courses/bachelor-of-psychology-honours/
University of Wollongong (UOW) | Bachelor of Psychology (Honours) - Bachelor of Business | bachelor | Psicología | 5.5 years full-time, or part-time equivalent | 102897E | https://www.uow.edu.au/study/courses/bachelor-of-psychology-honours---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Public Health (Honours) | bachelor | Salud | 1 year full-time, or part-time equivalent | 068537E | https://www.uow.edu.au/study/courses/bachelor-of-public-health-honours/
University of Wollongong (UOW) | Bachelor of Research - EIS | bachelor | Ingeniería | 1 years full-time, or part-time equivalent | 091515G | https://www.uow.edu.au/study/courses/bachelor-of-research---eis/
University of Wollongong (UOW) | Bachelor of Science (Honours) (Dean's Scholar) - SMAH | bachelor | Ciencias | 4 years full-time, or part-time equivalent | 094538K | https://www.uow.edu.au/study/courses/bachelor-of-science-honours-deans-scholar---smah/
University of Wollongong (UOW) | Bachelor of Science (Honours) - SMAH | bachelor | Ciencias | 1 year full-time | 003126F | https://www.uow.edu.au/study/courses/bachelor-of-science-honours---smah/
University of Wollongong (UOW) | Bachelor of Science (SMAH) - Bachelor of Arts | bachelor | Ciencias | 4.5 years full-time, or part-time equivalent | 078316B | https://www.uow.edu.au/study/courses/bachelor-of-science-smah---bachelor-of-arts/
University of Wollongong (UOW) | Bachelor of Science (SMAH) - Bachelor of Business | bachelor | Ciencias | 4.5 years full-time, or part-time equivalent | 103037H | https://www.uow.edu.au/study/courses/bachelor-of-science-smah---bachelor-of-business/
University of Wollongong (UOW) | Bachelor of Science (SMAH) - Bachelor of Laws | bachelor | Ciencias | 5 years full-time, or part-time equivalent | 094213J | https://www.uow.edu.au/study/courses/bachelor-of-science-smah---bachelor-of-laws/
