lote,institucion,nombre,nivel,area,duracion,codigo_oficial,url_fuente
02,Australian Health and Management Institute (AHMI),Diploma of Leadership and Management,diplomado,Negocios,52 semanas,BSB50420,https://ahmi.edu.au/courses/management
02,Australian Health and Management Institute (AHMI),Advanced Diploma of Leadership and Management,diplomado,Negocios,52 semanas,BSB60420,https://ahmi.edu.au/courses/management
02,Australian Health and Management Institute (AHMI),Diploma of Business,diplomado,Negocios,52 semanas,BSB50120,https://ahmi.edu.au/courses/management
02,Australian Health and Management Institute (AHMI),Advanced Diploma of Business,diplomado,Negocios,78 semanas,BSB60120,https://ahmi.edu.au/courses/management
02,Australian Health and Management Institute (AHMI),Graduate Diploma of Management (Learning),posgrado,Negocios,104 semanas,BSB80120,https://ahmi.edu.au/courses/management
02,Australian Health and Management Institute (AHMI),Certificate IV in Ageing Support,curso_corto,Salud,52 semanas,CHC43015,https://ahmi.edu.au/courses/health-community
02,Australian Health and Management Institute (AHMI),Certificate IV in Mental Health,curso_corto,Salud,52 semanas,CHC43315,https://ahmi.edu.au/courses/health-community
02,Australian Health and Management Institute (AHMI),Diploma of Mental Health,diplomado,Salud,52 semanas,CHC53315,https://ahmi.edu.au/courses/health-community
02,Australian Health and Management Institute (AHMI),Diploma of Community Services,diplomado,Servicios Sociales,104 semanas,CHC52025,https://ahmi.edu.au/courses/health-community
02,Australian Health and Management Institute (AHMI),Certificate III in Early Childhood Education and Care,curso_corto,Educación,52 semanas,CHC30125,https://ahmi.edu.au/courses/early-childhood
02,Australian Health and Management Institute (AHMI),Diploma of Early Childhood Education and Care,diplomado,Educación,52 semanas,CHC50125,https://ahmi.edu.au/courses/early-childhood
02,Australian Health and Management Institute (AHMI),Certificate III in Light Vehicle Mechanical Technology,curso_corto,Automotriz,78 semanas,AUR30620,https://ahmi.edu.au/courses/automotive
02,Australian Health and Management Institute (AHMI),Certificate IV in Automotive Mechanical Diagnosis,curso_corto,Automotriz,26 semanas,AUR40226,https://ahmi.edu.au/courses/automotive
02,Australian Health and Management Institute (AHMI),Diploma of Automotive Technology,diplomado,Automotriz,52 semanas,AUR50216,https://ahmi.edu.au/courses/automotive
02,Australian Health and Management Institute (AHMI),Diploma of Information Technology,diplomado,Tecnología,104 semanas,ICT50220,https://ahmi.edu.au/courses/information-technology
02,Australian Health and Management Institute (AHMI),Advanced Diploma of Information Technology,diplomado,Tecnología,52 semanas,ICT60220,https://ahmi.edu.au/courses/information-technology
02,Australian Health and Management Institute (AHMI),Provide First Aid (Includes CPR),curso_corto,Salud,~6 h e-learning + 4 h presencial,HLTAID011,https://ahmi.edu.au/courses/short-courses
02,Australian Health and Management Institute (AHMI),Prepare to Work Safely in the Construction Industry (White Card),curso_corto,Construcción,6 horas,CPCWHS1001,https://ahmi.edu.au/courses/short-courses
02,BROWNS English Language School,Intensive General English,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/intensive-general-english/
02,BROWNS English Language School,Advanced English Academic Practice,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/advanced-english-academic-practice/
02,BROWNS English Language School,IELTS Exam Preparation,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/ielts-exam-preparation/
02,BROWNS English Language School,Private Lessons,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/private-lessons/
02,BROWNS English Language School,Study Tours,vacacional,Idiomas,no indicada,-,https://brownsenglish.edu.au/study-tours/
02,BROWNS English Language School,Primary School Preparation,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/primary-school-preparation/
02,BROWNS English Language School,High School Preparation,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/high-school-preparation/
02,BROWNS English Language School,Holiday Program,vacacional,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/junior-holiday-program/
02,BROWNS English Language School,Barista@BROWNS,curso_corto,Hospitalidad,no indicada,-,https://brownsenglish.edu.au/courses/baristabrowns/
02,BROWNS English Language School,English + Demi Pair,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/english-demi-pair/
02,BROWNS English Language School,English + Hotel/Resort Internship,curso_corto,Hospitalidad,no indicada,-,https://brownsenglish.edu.au/courses/english-hotel-resort-internship/
02,BROWNS English Language School,English + Sports,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/english-sports/
02,BROWNS English Language School,English + Volunteer,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/english-volunteer/
02,BROWNS English Language School,English + Whale Conservation Volunteer,curso_corto,Idiomas,no indicada,-,https://brownsenglish.edu.au/courses/english-whale-conservation-volunteer/
02,Ravensbourne University London,Access to Higher Education Diploma,curso_corto,Artes,1 año,-,https://www.ravensbourne.ac.uk/study/access-higher-education-diploma
02,Ravensbourne University London,BA (Hons) Animation,bachelor,Artes,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) 3D Animation,bachelor,Artes,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Games Art,bachelor,Artes,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Games Design,bachelor,Artes,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Games Development,bachelor,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Games Programming,bachelor,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Architecture,bachelor,Arquitectura,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Interior Architecture and Reuse,bachelor,Arquitectura,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Urban Landscape Architecture,bachelor,Arquitectura,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BEng (Hons) Architectural Design Engineering,bachelor,Ingeniería,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Business Management,bachelor,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Business Management with International Year One,bachelor,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Digital Marketing,bachelor,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Business (Top up),bachelor,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Business for Creative Industries (Top up),bachelor,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Entrepreneurship and Business Startup (Top up),bachelor,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Business Computing,bachelor,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Computer Science,bachelor,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Computer Science with International Year One,bachelor,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Cyber Security,bachelor,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Advertising and Brand Design,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Character Design & Concept Art,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Digital Content Creation,bachelor,Comunicación,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Graphic Design,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Illustration for Communication,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Motion Graphics,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Product Design,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) UX UI User-Experience and User-Interface Design,bachelor,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Fashion,bachelor,Moda,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Fashion Promotion and Communication,bachelor,Moda,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Fashion Buying and Brand Management,bachelor,Moda,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BSc (Hons) Broadcast Engineering,bachelor,Ingeniería,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Digital Film Production,bachelor,Cine y Audiovisuales,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Digital Photography,bachelor,Artes,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Digital Television Production,bachelor,Cine y Audiovisuales,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Editing and Post Production,bachelor,Cine y Audiovisuales,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Music and Sound Production,bachelor,Música,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,BA (Hons) Multimedia and Broadcast Journalism,bachelor,Comunicación,no indicada,-,https://www.ravensbourne.ac.uk/study/undergraduate
02,Ravensbourne University London,MArch Architecture: Master of Architecture,maestria,Arquitectura,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate
02,Ravensbourne University London,MBA and MBA Specialist Pathways,mba,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/mba
02,Ravensbourne University London,MBA with Industry Year,mba,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/mba-with-industry-year
02,Ravensbourne University London,MSc Accounting and Finance,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-accounting-and-finance
02,Ravensbourne University London,MSc Accounting and Finance with Industry Year,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-accounting-and-finance-with-industry-year
02,Ravensbourne University London,MSc Engineering Management,maestria,Ingeniería,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-engineering-management
02,Ravensbourne University London,MSc Engineering Management with Industry Year,maestria,Ingeniería,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-engineering-management-with-industry-year
02,Ravensbourne University London,MSc Events Management,maestria,Hospitalidad,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-events-management
02,Ravensbourne University London,MSc Events Management with Industry Year,maestria,Hospitalidad,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-events-management-with-industry-year
02,Ravensbourne University London,MSc International Finance,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-international-finance
02,Ravensbourne University London,MSc International Finance with Industry Year,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-international-finance-with-industry-year
02,Ravensbourne University London,MA Luxury Brand Management,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-luxury-brand-management
02,Ravensbourne University London,MSc Project Management,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-project-management
02,Ravensbourne University London,MSc Project Management with Industry Year,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-project-management-with-industry-year
02,Ravensbourne University London,MSc Strategic Marketing and Analytics,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-strategic-marketing-and-analytics
02,Ravensbourne University London,MSc Strategic Marketing and Analytics with Industry Year,maestria,Negocios,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-strategic-marketing-analytics-with-industry-year
02,Ravensbourne University London,MSc Business and Data Analytics,maestria,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-business-and-data-analytics
02,Ravensbourne University London,MSc Computer Science,maestria,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-computer-science
02,Ravensbourne University London,MSc Cyber Security,maestria,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-cyber-security
02,Ravensbourne University London,MSc Cyber Security Management,maestria,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-cyber-security-management
02,Ravensbourne University London,MSc Information Technology Management,maestria,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-information-technology-management
02,Ravensbourne University London,MSc Software Engineering,maestria,Tecnología,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-software-engineering
02,Ravensbourne University London,MA Design Communication,maestria,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-design-communication
02,Ravensbourne University London,MA Design Management,maestria,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-design-management
02,Ravensbourne University London,MA/MFA Digital Photography,maestria,Artes,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/mamfa-digital-photography
02,Ravensbourne University London,MA Illustration,maestria,Diseño,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-illustration
02,Ravensbourne University London,MA Fashion: Digital Futures,maestria,Moda,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-fashion-digital-futures
02,Ravensbourne University London,MBA Fashion: Business and Entrepreneurship,mba,Moda,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/mba-fashion-business-and-entrepreneurship
02,Ravensbourne University London,MSc International Fashion Marketing,maestria,Moda,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/msc-international-fashion-marketing
02,Ravensbourne University London,MA International Film and TV Business,maestria,Cine y Audiovisuales,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-international-film-and-tv-business
02,Ravensbourne University London,MA Screenwriting,maestria,Cine y Audiovisuales,no indicada,-,https://www.ravensbourne.ac.uk/study/postgraduate/ma-screenwriting
02,Long Island University,Accounting (BS),bachelor,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,"Business Administration (BBA, BS)",bachelor,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Economics (BA),bachelor,Economía,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Entrepreneurship (BS),bachelor,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Fashion Merchandising (BS),bachelor,Moda,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Finance (BS),bachelor,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Management (BS),bachelor,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Marketing (BS),bachelor,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Sports Communication & Marketing (BA),bachelor,Comunicación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Sports Management (BS),bachelor,Deporte,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Digital Arts and Design (BFA),bachelor,Diseño,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Digital Game Design and Development (BFA),bachelor,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Media Arts (Digital Art & Design) (BA),bachelor,Artes,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,"Music Technology, Entrepreneurship & Production (BFA)",bachelor,Música,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Adolescent Education: English (BS),bachelor,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Adolescent Education: Mathematics (BS),bachelor,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Adolescent Education: Social Studies (BS),bachelor,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Childhood/Early Childhood Education (BS),bachelor,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Childhood/Special Education (BS),bachelor,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Early Childhood Education/Special Education (BS),bachelor,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Biochemistry (BS),bachelor,Ciencias,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Biology (BS),bachelor,Ciencias,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Biomedical Science: Clinical Lab Science (BS),bachelor,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Communication Science Disorders (BS),bachelor,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Exercise Science and Wellness (BS),bachelor,Deporte,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Health Education & Physical Education (BS),bachelor,Deporte,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Health Sciences (BS),bachelor,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Nursing (BS),bachelor,Enfermería,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Pre-Pharmacy (PharmD),bachelor,Salud,6 años,-,https://www.liu-international.com/programs
02,Long Island University,Psychology (BA),bachelor,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Radiologic Technology (BS),bachelor,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Respiratory Care (BS),bachelor,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Social Work (BS),bachelor,Servicios Sociales,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Speech Language Pathology and Audiology (BS),bachelor,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Veterinary Technology (BS),bachelor,Veterinaria,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Communications (BS),bachelor,Comunicación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Criminal Justice (BA),bachelor,Criminología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,English (BA),bachelor,Letras,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Forensic Science (BS),bachelor,Ciencias,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Global Studies (BA),bachelor,Ciencias Sociales,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,International Relations & Diplomacy (BA),bachelor,Ciencias Políticas,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Journalism (BFA),bachelor,Comunicación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Political Science (BA),bachelor,Ciencias Políticas,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Artificial Intelligence (BS),bachelor,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Computer Science (BS),bachelor,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Data Analytics (BS),bachelor,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Mathematics (BS),bachelor,Ciencias,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,"Acting for Theatre, Film and Television (BFA)",bachelor,Artes Escénicas,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Applied Music (BA),bachelor,Música,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Art (BFA),bachelor,Artes,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Broadcasting (BFA),bachelor,Comunicación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Film (BFA),bachelor,Cine y Audiovisuales,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Film and Television (BFA),bachelor,Cine y Audiovisuales,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Music (BS),bachelor,Música,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,"Theatre Arts (BA, BFA)",bachelor,Artes Escénicas,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Vocal Performance (BM),bachelor,Música,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Accountancy (MS),maestria,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Business Administration (MBA),mba,Negocios,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Public Administration (MPA),maestria,Ciencias Políticas,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Sports Management (MS),maestria,Deporte,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Childhood/Special Education (MS),maestria,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Clinical Art Therapy & Counseling (MA),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,School Counselor (MS),maestria,Educación,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Behavior Analysis (MA),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Biomedical Sciences (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Clinical Laboratory Science (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Clinical Mental Health Counseling (MS),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Drug Regulatory Affairs (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Exercise Science (MS),maestria,Deporte,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,"Health Administration (MHA, MPA)",maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Marriage and Family Therapy (MS),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Mental Health Counseling (MS),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Nutrition (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Pharmaceutics: Cosmetic Science (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Pharmaceutics: Industrial Pharmacy (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Pharmacology/Toxicology (MS),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Physician Assistant Studies (MS),maestria,Medicina,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Psychology (MA),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Public Health (MPH),maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,School Psychology (MSED),maestria,Psicología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Social Work (MSW),maestria,Servicios Sociales,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,"Speech-Language Pathology (MS, MA)",maestria,Salud,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Creative Writing (MFA),maestria,Letras,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Criminal Justice (MS),maestria,Criminología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Artificial Intelligence (MS),maestria,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Computer Science (MS),maestria,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Data Analytics & Strategic Business Intelligence (MS),maestria,Tecnología,no indicada,-,https://www.liu-international.com/programs
02,Long Island University,Writing and Producing for Television (MFA),maestria,Cine y Audiovisuales,no indicada,-,https://www.liu-international.com/programs
02,Tr4inright,ELICOS – General English,curso_corto,Idiomas,no indicada,CRICOS 097896G,https://tr4inright.edu.au/general-english/
02,Tr4inright,English For Academic Purposes (Levels 1 and 2),curso_corto,Idiomas,no indicada,CRICOS 116805K,https://tr4inright.edu.au/english-for-academic-purposes-levels-1-and-2/
02,Tr4inright,BSB40520 Certificate IV in Leadership and Management,curso_corto,Negocios,no indicada,BSB40520 · CRICOS 103992J,https://tr4inright.edu.au/bsb40520-certificate-iv-in-leadership-and-management/
02,Tr4inright,BSB50420 Diploma of Leadership and Management,diplomado,Negocios,no indicada,BSB50420 · CRICOS 104332D,https://tr4inright.edu.au/bsb50420-diploma-of-leadership-and-management/
02,Tr4inright,BSB60420 Advanced Diploma of Leadership and Management,diplomado,Negocios,no indicada,BSB60420 · CRICOS 108423B,https://tr4inright.edu.au/bsb60420-advanced-diploma-of-leadership-and-management/
02,Tr4inright,CPC30220 Certificate III in Carpentry,curso_corto,Construcción,no indicada,CPC30220 · CRICOS 104873H,https://tr4inright.edu.au/cpc30220-certificate-iii-in-carpentry/
02,Tr4inright,CPC40120 Certificate IV in Building and Construction,curso_corto,Construcción,no indicada,CPC40120 · CRICOS 109004B,https://tr4inright.edu.au/cpc40120-certificate-iv-in-building-and-construction/
02,Tr4inright,CPC50220 Diploma of Building and Construction (Building),diplomado,Construcción,no indicada,CPC50220 · CRICOS 103754A,https://tr4inright.edu.au/cpc50220-diploma-of-building-and-construction/
02,Tr4inright,RII60520 Advanced Diploma of Civil Construction Design,diplomado,Ingeniería,no indicada,RII60520 · CRICOS 114197A,https://tr4inright.edu.au/rii60520-advanced-diploma-of-civil-construction-design/
02,Tr4inright,BSB80120 – Graduate Diploma of Management (Learning),posgrado,Negocios,no indicada,BSB80120 · CRICOS 108697J,https://tr4inright.edu.au/bsb80120-graduate-diploma-of-management-learning/
02,ELSIS - English Language Schools,General Intensive English (GIE),curso_corto,Idiomas,20 h/semana · 5 niveles (Elementary a Advanced),-,https://elsis.edu.au/general-english/
02,ELSIS - English Language Schools,English for Academic Purposes (EAP),curso_corto,Idiomas,20 h/semana · 2 niveles (Upper-intermediate y Advanced),-,https://elsis.edu.au/eap/
02,ELSIS - English Language Schools,English Study Tours in Australia,vacacional,Idiomas,2 a 4 semanas,-,https://elsis.edu.au/study-tour/
02,ELSIS - English Language Schools,Study Tour with Universities,intercambio,Idiomas,9 semanas (5 EAP + 4 universidad),-,https://elsis.edu.au/study-tour-with-universities/
02,Canadian ESL Centre,ESL,curso_corto,Idiomas,6 niveles,-,https://canadianeslcentre.com/programs/
02,Canadian ESL Centre,TOEFL iBT,curso_corto,Idiomas,3 niveles,-,https://canadianeslcentre.com/programs/
02,Canadian ESL Centre,IELTS (General y Academic),curso_corto,Idiomas,no indicada,-,https://canadianeslcentre.com/programs/ielts/
02,Canadian ESL Centre,TOEIC,curso_corto,Idiomas,6 niveles,-,https://canadianeslcentre.com/programs/
02,Acsenda School of Management,Bachelor of Business Administration (BBA),bachelor,Negocios,no indicada,-,https://acsenda.com/academic-programs/bachelor-of-business-administration/
02,Acsenda School of Management,Bachelor of Hospitality Management (BHM),bachelor,Hospitalidad,no indicada,-,https://acsenda.com/academic-programs/bachelor-of-hospitality-management/
03,Australia Institute of Business and Technology,Certificate IV in Accounting and Bookkeeping,curso_corto,Negocios,no indicada,FNS40222,https://aibtglobal.edu.au/courses/
03,Australia Institute of Business and Technology,Diploma of Accounting,diplomado,Negocios,no indicada,FNS50222,https://aibtglobal.edu.au/courses/
03,Australia Institute of Business and Technology,Advanced Diploma of Accounting,diplomado,Negocios,no indicada,FNS60222,https://aibtglobal.edu.au/courses/
03,Australia Institute of Business and Technology,Certificate IV in Project Management Practice,curso_corto,Negocios,no indicada,BSB40920,https://aibtglobal.edu.au/courses/
