lote,institucion,nombre,nivel,area,duracion,codigo_oficial,url_fuente,motivo
09,"University of the West of England, Bristol",Researching Education (Professional/Short course),curso_corto,Educación,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Return to Midwifery Practice (Professional/Short course),curso_corto,Enfermería,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Return to Practice (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Scaling Green Business: SME Growth Skills Bootcamp (Skills Bootcamp),bootcamp,Negocios,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Science and Instrumentation in Current Nuclear Medicine Practice (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Science Communication Building Blocks (Professional/Short course),curso_corto,Construcción e Inmobiliario,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Science Communication: Masterclass (Professional/Short course),curso_corto,Comunicación y Artes,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Skills Bootcamp in Embedding Organisational Sustainability (Skills Bootcamp),bootcamp,Ciencias y Medio Ambiente,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Sleep Disorders (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Smart Sensing (Professional/Short course),curso_corto,Tecnología,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Specialist Health Protection Training Course (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Strategic Digital Marketing Skills Bootcamp (Skills Bootcamp),bootcamp,Negocios,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Strategic Estate Management (Professional/Short Course),curso_corto,Construcción e Inmobiliario,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Strategic Estate Management (Distance Learning) (Professional/Short Course),curso_corto,Construcción e Inmobiliario,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Strategic Leaders Programme (ILM level 7) (Continuing Professional Development),curso_corto,Negocios,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Street Network Planning and Design (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Stroke Care (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Studies in the Biology of Disease (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Subfertility (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Supervision Training for Music Therapists (Professional/Short course),curso_corto,Música,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Supporting and Managing Those at Risk of Suicide (Professional/Short course),curso_corto,Psicología y Trabajo Social,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Supporting Students in Practice (Professional/Short course),curso_corto,Desarrollo Profesional,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Sustainability in the Built Environment (Professional/Short Course),curso_corto,Construcción e Inmobiliario,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Sustainability in the Built Environment (Distance Learning) (Professional/Short Course),curso_corto,Construcción e Inmobiliario,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Sustainable Transport Management and Operations (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Synoptic Module (without V100) (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Systematic Review (Professional/Short course),curso_corto,Investigación,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Teaching and Training Fundamentals (Professional/Short course),curso_corto,Educación,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Techniques to Prevent or Reduce Work Related Musculoskeletal Disorders (WRMSD) (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",The Diabetic Foot (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",The Management of Head and Neck Cancer (Professional/Short course),curso_corto,Negocios,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",The Manager as Coach and Mentor (Professional/Short course),curso_corto,Negocios,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Therapeutic Songwriting (Professional/Short course),curso_corto,Música,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Transport Economics and Appraisal (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Transport Infrastructure Design (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Transport Modelling and Scenario Planning (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Transport Planning and Placemaking (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Transport Policy and Finance (Professional course),curso_corto,Transporte y Planificación Urbana,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Assessment of Lower Limb Deep Vein Thrombosis (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Assessment of the Carotid Arteries (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Examination of Lumps and Bumps and the Groin (MSK) (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Examination of the Lower Limb (MSK) (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Examination of the Upper Limb (MSK) (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Guided Intrauterine Brachytherapy (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound Imaging in Cardiac Disease (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Ultrasound-guided Paracentesis (Study day),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Understanding and Preventing Childhood Obesity (Study day),curso_corto,Nutrición y Alimentos,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Urban Greening for a Biodiverse West of England Skills Bootcamp (Skills Bootcamp),bootcamp,Arquitectura y Diseño,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol","Urban Greening: Planning, Design and Delivery (Professional/ShortCourse)",curso_corto,Arquitectura y Diseño,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",V100 Prescribing Practice (Professional/Short course),curso_corto,Salud,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Work Based Health and Wellbeing (Professional/Short course),curso_corto,Derecho,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
09,"University of the West of England, Bristol",Working with a Person Experiencing Mental Health Crisis (Professional/Short course),curso_corto,Psicología y Trabajo Social,no indicada,-,https://courses.uwe.ac.uk/Search?words&view=list,CPD / Skills Bootcamp UK · cerrado a estudiantes extranjeros
